"mechanism","ligand","receptor","matched_partner","dom_gap","dom_true","R2_true","switchcoh_true","dom_null","R2_null","switchcoh_null"
"APOE-SCARB1","Apoe","Scarb1","Flt1",0.000461538461538513,0.992153846153846,0.816687978888942,0.988349138765241,0.991692307692308,0.862565238925852,0.987420166440875
"APOE-SORL1","Apoe","Sorl1","Kit",0.000500000000000056,0.993153846153846,0.850705186596798,0.989200696729243,0.992653846153846,0.930210625591253,0.991619895490613
"APOE-VLDLR","Apoe","Vldlr","Erbb3",0.000346153846153885,0.991576923076923,0.897053820713849,0.986626669247145,0.991923076923077,0.86700535723394,0.988871685697697
"APP-CAV1","App","Cav1","Itga9",0.140884615384615,0.660692307692308,0.566722377190349,0.854867427907877,0.801576923076923,0.741495504566703,0.902361137991097
"APP-CD74","App","Cd74","Sirpa",3.84615384614317e-05,0.956846153846154,0.205860535920215,0.989510354170699,0.956884615384615,0.776969085356385,0.956260886394426
"APP-GPC1","App","Gpc1","Nrxn3",0.0107692307692308,0.827538461538462,0.771669658197596,0.90361912134701,0.838307692307692,0.638875170626642,0.925837042771434
"APP-LRP1","App","Lrp1","Cdon",0.190423076923077,0.578692307692308,0.820586234648822,0.841939229727114,0.769115384615385,0.639669637504489,0.883259144571318
"APP-NCSTN","App","Ncstn","Eng",0.00115384615384606,0.956692307692308,0.797914177187319,0.952738532997871,0.957846153846154,0.780514289595489,0.956454422295336
"APP-NGFR","App","Ngfr","Gjb2",0.000423076923076859,0.989461538461539,0.922814534565962,0.992335978323979,0.989884615384615,0.876528067760601,0.990187729823882
"APP-TNFRSF21","App","Tnfrsf21","Dcc",0.00869230769230767,0.949461538461538,0.853871689216085,0.952332107605961,0.940769230769231,0.7153386185189,0.956396361525063
"ARTN-GFRA1","Artn","Gfra1","Abca1",0,1,1,1,1,1,1
"ARTN-RET","Artn","Ret","Gfra2",7.69230769230855e-05,0.999923076923077,0.999999848867367,0.999883878459454,1,1,1
"B2M-CD247","B2m","Cd247","Pdgfra",0.200230769230769,0.641076923076923,0.827179107688875,0.844629378749758,0.841307692307692,0.749236598124831,0.900658022063093
"B2M-CD3D","B2m","Cd3d","Alk",0.00242307692307697,0.977192307692308,0.812319407483935,0.991561834720341,0.974769230769231,0.56613356619527,0.976698277530482
"B2M-HFE","B2m","Hfe","Tbxa2r",0.000384615384615428,0.998076923076923,0.863322605995424,0.996651828914264,0.998461538461539,0.913178538620772,0.997406618927811
"B2M-TFRC","B2m","Tfrc","Bmpr2",0.000269230769230799,0.822692307692308,0.5317394124132,0.939094251983743,0.822961538461539,0.650855379606797,0.875924133926843
"BCAN-EGFR","Bcan","Egfr","Tek",0.00111538461538452,0.823,0.216321566469613,0.969479388426553,0.821884615384615,0.233935779318491,0.968298819431004
"BCAN-NRCAM","Bcan","Nrcam","Mertk",0.00988461538461538,0.800153846153846,0.729214453835713,0.930133539771628,0.810038461538461,0.316382532965315,0.959396167989162
"BGN-LY96","Bgn","Ly96","Itgam",0,0.998115384615385,0.90919299346491,0.996903425585446,0.998115384615385,0.555649149029037,0.997561447648539
"BGN-TLR1","Bgn","Tlr1","Ccr4",0,1,1,1,1,1,1
"BGN-TLR2","Bgn","Tlr2","Cd180",0.000346153846153774,0.999384615384615,0.921129131356945,0.999109734855816,0.999730769230769,0.995077507172386,0.999690342558545
"BGN-TLR4","Bgn","Tlr4","St14",7.69230769230855e-05,0.998653846153846,0.951544967777091,0.997619508418812,0.998576923076923,0.96352266560376,0.998064640990904
"BMP2-ACVR1","Bmp2","Acvr1","Plxna2",0.00380769230769229,0.940846153846154,0.445862925029019,0.946467969808399,0.944653846153846,0.384506846265642,0.952467582736598
"BMP2-ACVR2A","Bmp2","Acvr2a","Mcam",0.00411538461538463,0.953576923076923,0.401676490159551,0.956860847687246,0.957692307692308,0.571453219990014,0.958486549254887
"BMP2-ACVR2B","Bmp2","Acvr2b","Itga7",0.0706153846153846,0.640192307692308,0.13968676448069,0.866092510160635,0.569576923076923,0.185064446171203,0.874279078769112
"BMP2-BMPR1A","Bmp2","Bmpr1a","Ogfr",0.000192307692307603,0.988692307692308,0.735481682365107,0.985271917940778,0.9885,0.649262811013775,0.984807431778595
"BMP2-BMPR1B","Bmp2","Bmpr1b","Npy1r",0.00942307692307698,0.883730769230769,0.289200821246308,0.922914650667699,0.893153846153846,0.209688354090185,0.95552544997097
"BMP2-BMPR2","Bmp2","Bmpr2","Plxnb2",3.84615384615428e-05,0.984807692307692,0.640975179300007,0.982020514805496,0.984846153846154,0.577564376205594,0.981265724791949
"BMP2-ENG","Bmp2","Eng","Sstr2",0.00584615384615383,0.926576923076923,0.36421373119431,0.93903619121347,0.932423076923077,0.195853971495658,0.972169537449197
"BMP2-HFE2","Bmp2","Hfe2","Il13ra1",0.00938461538461532,0.808,0.273155992591087,0.916508612347591,0.817384615384615,0.272907023685964,0.902322430810915
"BMP3-ACVR1","Bmp3","Acvr1","Plxna1",0.00192307692307692,0.895807692307692,0.445655309219304,0.927733694600348,0.897730769230769,0.42090749989362,0.930907683375266
"BMP3-ACVR2A","Bmp3","Acvr2a","Ror1",0.00165384615384612,0.920884615384615,0.48217293484341,0.942190826398297,0.922538461538462,0.490922347227428,0.939249080704471
"BMP3-ACVR2B","Bmp3","Acvr2b","Cd74",0.0598461538461539,0.580423076923077,0.163458725928818,0.894251983742984,0.640269230769231,0.147371606174063,0.924908070447068
"BMP3-BMPR1A","Bmp3","Bmpr1a","Ptprf",0.000115384615384628,0.981615384615385,0.772325032713485,0.978111089607122,0.9815,0.673058270515851,0.979330365782853
"BMP3-BMPR1B","Bmp3","Bmpr1b","Flt1",0.00296153846153846,0.833730769230769,0.361808472429485,0.913818463324947,0.830769230769231,0.439781703952628,0.90805109347784
"BMP3-BMPR2","Bmp3","Bmpr2","Robo1",0.00419230769230772,0.974923076923077,0.700601259857195,0.973582349525837,0.979115384615385,0.715320890784031,0.977414360363848
"BMP4-ACVR1","Bmp4","Acvr1","Unc5c",0.00350000000000006,0.730769230769231,0.425042488847388,0.868356880201277,0.734269230769231,0.493209544117267,0.878440100638669
"BMP4-ACVR2A","Bmp4","Acvr2a","Fzd1",0.00849999999999995,0.793192307692308,0.40686230546076,0.887304044900329,0.784692307692308,0.552204640283864,0.872208244629379
"BMP4-ACVR2B","Bmp4","Acvr2b","Marco",0.00299999999999989,0.849653846153846,0.303991260572035,0.909444551964389,0.846653846153846,0.292974964589143,0.986046061544417
"BMP4-BMPR1A","Bmp4","Bmpr1a","Eda2r",0.0137307692307692,0.944423076923077,0.668989374955784,0.944919682601122,0.958153846153846,0.32042667713792,0.967215018385911
"BMP4-BMPR1B","Bmp4","Bmpr1b","Vldlr",0.0146153846153846,0.5605,0.308551621994982,0.852874008128508,0.575115384615385,0.288308149420872,0.856415715115154
"BMP4-BMPR2","Bmp4","Bmpr2","Adra2a",0.0135384615384615,0.923384615384615,0.642422561351206,0.932649506483453,0.909846153846154,0.499447002768017,0.956241532804335
"BMP4-HFE2","Bmp4","Hfe2","Nrcam",0.0359615384615385,0.501153846153846,0.261930428002691,0.902245016450552,0.537115384615385,0.221659869812717,0.89396167989162
"BMP5-ACVR1","Bmp5","Acvr1","Trpc3",0.00546153846153852,0.760038461538462,0.403923130094373,0.894793884265531,0.754576923076923,0.222463851102403,0.901935359009096
"BMP5-ACVR2A","Bmp5","Acvr2a","Notch1",0.0106923076923077,0.809730769230769,0.363258417442401,0.909483259144571,0.820423076923077,0.394951008612106,0.911631507644668
"BMP5-ACVR2B","Bmp5","Acvr2b","Tek",0.0183076923076922,0.728384615384615,0.243434535984444,0.892471453454616,0.746692307692308,0.382621683891374,0.894019740661893
"BMP5-BMPR1A","Bmp5","Bmpr1a","Cmklr1",0.0012692307692308,0.936653846153846,0.610052329124472,0.951828914263596,0.935384615384615,0.384373604650548,0.961486355718986
"BMP5-BMPR1B","Bmp5","Bmpr1b","Tacr3",0.00869230769230767,0.637769230769231,0.373550167849046,0.872788852332108,0.629076923076923,0.172851469626438,0.905186762144378
"BMP5-BMPR2","Bmp5","Bmpr2","Robo1",0.00673076923076921,0.919730769230769,0.597177583832539,0.942771434101026,0.926461538461538,0.728814746478272,0.943448809754209
"BMP5-HFE2","Bmp5","Hfe2","Kcnn4",0.00338461538461543,0.577576923076923,0.22246061776519,0.911321850203213,0.574192307692308,0.0988901447455961,0.944184246177666
"BMP6-ACVR1","Bmp6","Acvr1","Egfr",0.00338461538461532,0.913269230769231,0.244693031989678,0.939016837623379,0.909884615384615,0.338024080048962,0.938784594542288
"BMP6-ACVR2A","Bmp6","Acvr2a","Sdc1",0.00230769230769234,0.929153846153846,0.266027247495921,0.949932262434682,0.931461538461538,0.393368926913535,0.947319527772402
"BMP6-ACVR2B","Bmp6","Acvr2b","Fzd6",0.0491538461538462,0.692230769230769,0.142342642744037,0.896555060963809,0.741384615384615,0.350315697405877,0.897561447648539
"BMP6-BMPR1A","Bmp6","Bmpr1a","Ogfr",0.0024615384615384,0.976115384615385,0.480953438100114,0.976930520611573,0.973653846153846,0.440686200840293,0.97646603444939
"BMP6-BMPR1B","Bmp6","Bmpr1b","Cd82",0.00611538461538463,0.862,0.165758365394066,0.92353396555061,0.855884615384615,0.147246313245447,0.92575962841107
"BMP6-BMPR2","Bmp6","Bmpr2","Smo",0.0025384615384616,0.969692307692308,0.452397412057016,0.971801819237469,0.967153846153846,0.432890462374588,0.970389007160828
"BMP7-ACVR1","Bmp7","Acvr1","Ptprb",0.0458846153846153,0.677807692307692,0.388885447031672,0.853203019160054,0.723692307692308,0.270213903384405,0.874530675440294
"BMP7-ACVR2A","Bmp7","Acvr2a","Ednrb",0.0012692307692308,0.7595,0.369924859912979,0.878207857557577,0.760769230769231,0.282666234320425,0.887187923359783
"BMP7-ACVR2B","Bmp7","Acvr2b","Alk",0.00315384615384617,0.878846153846154,0.31505848915589,0.914147474356493,0.882,0.271884247713208,0.938416876330559
"BMP7-BMPR1A","Bmp7","Bmpr1a","Sell",0.00192307692307703,0.928192307692308,0.593688646880579,0.938494290690923,0.930115384615385,0.29957725469509,0.979098122701761
"BMP7-BMPR1B","Bmp7","Bmpr1b","Fgfr3",0.00588461538461538,0.537307692307692,0.185355242755915,0.850687052448229,0.531423076923077,0.301355998850081,0.882368879427134
"BMP7-BMPR2","Bmp7","Bmpr2","Sdc3",0.0095384615384615,0.911230769230769,0.562648572221652,0.928527191794078,0.901692307692308,0.51216941703246,0.926224114573253
"BMP7-ENG","Bmp7","Eng","Sdc4",0.000923076923077026,0.6265,0.358968149688726,0.860325140313528,0.627423076923077,0.334760586836405,0.868647184052642
"BMP8B-ACVR1","Bmp8b","Acvr1","Adcy1",0.00419230769230772,0.980615384615385,0.349583063629931,0.98471066382814,0.976423076923077,0.529970835532161,0.981710857364041
"BMP8B-ACVR2A","Bmp8b","Acvr2a","Ptch1",0.000961538461538458,0.993730769230769,0.627450494189631,0.99355525449971,0.994692307692308,0.559978341121787,0.994193922972711
"BMP8B-ACVR2B","Bmp8b","Acvr2b","Fzd9",0.018,0.916230769230769,0.162781550843084,0.956551190245791,0.934230769230769,0.231753125263329,0.965299012966905
"BMP8B-BMPR1A","Bmp8b","Bmpr1a","Plxna2",0.00184615384615383,0.996076923076923,0.595672223486663,0.995626088639443,0.994230769230769,0.679510759712403,0.992994000387072
"BMP8B-BMPR1B","Bmp8b","Bmpr1b","Crlf1",0.000923076923076915,0.965307692307692,0.34971301071678,0.975343526224115,0.964384615384615,0.341868749176753,0.977530481904393
"BMP8B-BMPR2","Bmp8b","Bmpr2","Igf1r",0.000538461538461488,0.997307692307692,0.676352950702312,0.996438939423263,0.997846153846154,0.70837730184942,0.997077607896265
"BTC-EGFR","Btc","Egfr","Epha7",0.000115384615384628,0.999269230769231,0.88844764808507,0.999148442035998,0.999384615384615,0.837621974149683,0.999341977936907
"BTC-ERBB2","Btc","Erbb2","Ddr1",7.69230769230855e-05,0.999192307692308,0.758049627014766,0.99918714921618,0.999115384615385,0.952978484835274,0.999032320495452
"BTC-ERBB3","Btc","Erbb3","Gpihbp1",0.000115384615384628,0.996884615384615,0.579110216366294,0.997871105089994,0.996769230769231,0.699999446834937,0.997329204567447
"BTC-ERBB4","Btc","Erbb4","Agtr2",0.000115384615384628,0.998692307692308,0.708388428437687,0.99880007741436,0.998807692307692,0.927917857708015,0.998916198954906
"C1QA-CD93","C1qa","Cd93","Ptprz1",0.0307307692307692,0.562961538461539,0.238270865772265,0.840797367911748,0.593692307692308,0.189762294475196,0.878382039868396
"C1QA-CSPG4","C1qa","Cspg4","Gpc4",0.0150000000000001,0.612653846153846,0.16755040960256,0.873872653377201,0.597653846153846,0.241238015219411,0.829301335397716
"C1QB-LRP1","C1qb","Lrp1","Hfe",0.00842307692307687,0.955692307692308,0.490351514079798,0.948113024966131,0.964115384615385,0.504825058361976,0.961815366750532
"C3-C3AR1","C3","C3ar1","Musk",0.00438461538461532,0.938153846153846,0.237411292731079,0.953744919682601,0.933769230769231,0.347105431808419,0.977878846526031
"C3-CD46","C3","Cd46","F3",0.000115384615384628,0.955653846153846,0.345545641553705,0.96177665957035,0.955538461538462,0.210836133125081,0.964157151151539
"C3-CD81","C3","Cd81","Fgfr4",0.0373846153846153,0.861692307692308,0.651879573770256,0.991871492161796,0.824307692307692,0.225943117130795,0.964621637313722
"C3-IFITM1","C3","Ifitm1","Sirpa",0.0189615384615385,0.548730769230769,0.0781500773138681,0.919179407780143,0.529769230769231,0.226787871982605,0.902341784401006
"C3-ITGAM","C3","Itgam","Robo3",0.00984615384615384,0.981576923076923,0.319125149133763,0.98471066382814,0.991423076923077,0.918720019051203,0.997871105089994
"C3-ITGB2","C3","Itgb2","Cd180",0.00107692307692309,0.9935,0.815316796126471,0.998025933810722,0.992423076923077,0.782389892974081,0.99477453067544
"C3-LRP1","C3","Lrp1","Itga7",0.0102307692307693,0.832346153846154,0.398686987574193,0.986278304625508,0.822115384615385,0.234180595938496,0.943603638474937
"C4B-CD46","C4b","Cd46","Cntnap1",0.00938461538461532,0.555884615384615,0.0878191535094539,0.935126766015096,0.5465,0.160348084845237,0.956725372556609
"CALCA-CALCR","Calca","Calcr","F2rl1",0.104230769230769,0.521807692307692,0.897362390256234,0.879891619895491,0.626038461538462,0.576692839452343,0.94083607509193
"CALCA-CALCRL","Calca","Calcrl","Notch3",0.000692307692307659,0.9565,0.204198119757808,0.962473388813625,0.955807692307692,0.215438142351938,0.963015289336172
"CALCA-RAMP1","Calca","Ramp1","Sdc1",0.004,0.973346153846154,0.300221362794845,0.973388813624927,0.969346153846154,0.21704291608631,0.973253338494291
"CALCA-RAMP2","Calca","Ramp2","Gpc1",0.00526923076923069,0.994576923076923,0.524271601911803,0.993303657828527,0.989307692307692,0.43159754252882,0.988020127733695
"CALM1-ABCA1","Calm1","Abca1","Lrrc4c",3.84615384615428e-05,0.999692307692308,0.993590289225998,0.999380685117089,0.999653846153846,0.993603241627079,0.999380685117089
"CALM1-ADCY8","Calm1","Adcy8","Tmprss6",0,1,1,1,1,1,1
"CALM1-ADCYAP1R1","Calm1","Adcyap1r1","Tacr1",0,1,1,1,1,1,1
"CALM1-CACNA1C","Calm1","Cacna1c","Maged1",0.0156153846153846,0.967961538461538,0.536119413199604,0.978982001161215,0.952346153846154,0.991466199690851,0.967563383007548
"CALM1-CALCR","Calm1","Calcr","Fzd6",0,1,1,1,1,1,1
"CALM1-EGFR","Calm1","Egfr","Vangl1",0,0.999384615384615,0.98835583183051,0.99899361331527,0.999384615384615,0.980560886468315,0.998954906135088
"CALM1-FAS","Calm1","Fas","Il1r2",0,1,1,1,1,1,1
"CALM1-GLP2R","Calm1","Glp2r","Ntrk1",0,1,1,1,1,1,1
"CALM1-GRM3","Calm1","Grm3","Il15ra",0,1,1,1,1,1,1
"CALM1-GRM4","Calm1","Grm4","Gpr135",0,1,1,1,1,1,1
"CALM1-GRM5","Calm1","Grm5","Il1r1",0,0.999961538461538,0.997616843317803,0.999922585639636,0.999961538461538,0.998912165663564,0.999922585639636
"CALM1-GRM7","Calm1","Grm7","Cspg4",0.124153846153846,0.868230769230769,0.590540725823438,0.975091929552932,0.992384615384615,0.906327223128151,0.992819818076253
"CALM1-HMMR","Calm1","Hmmr","Itga2b",0.000230769230769257,0.999115384615385,0.989422688741137,0.998296884071995,0.998884615384615,0.856271363429564,0.998258176891813
"CALM1-HTR2C","Calm1","Htr2c","Ephb6",0,1,1,1,1,1,1
"CALM1-INSR","Calm1","Insr","Fzd2",3.84615384615428e-05,0.999923076923077,0.999938604573138,0.999845171279272,0.999961538461538,0.999976001182955,0.999922585639636
"CALM1-KCNN4","Calm1","Kcnn4","Scn8a",0,1,1,1,1,1,1
"CALM1-KCNQ1","Calm1","Kcnq1","Ptpru",0,0.999961538461538,0.99686349503903,0.999922585639636,0.999961538461538,0.988781995189103,0.999922585639636
"CALM1-KCNQ3","Calm1","Kcnq3","Itga10",3.84615384615428e-05,0.999846153846154,0.917632616213568,0.999690342558545,0.999884615384615,0.987156063209465,0.999767756918909
"CALM1-KCNQ5","Calm1","Kcnq5","Itgb1",0.0014615384615384,0.992346153846154,0.767677028548815,0.990052254693246,0.993807692307692,0.995193200047465,0.991174762918521
"CALM1-MYLK","Calm1","Mylk","Boc",0.00153846153846149,0.997,0.94204445519866,0.996438939423263,0.998538461538461,0.989933347417888,0.997638862008903
"CALM1-OPRM1","Calm1","Oprm1","Nrxn2",0,1,1,1,1,1,1
"CALM1-PDE1A","Calm1","Pde1a","Kidins220",0,0.999461538461539,0.978405150388897,0.999032320495452,0.999461538461539,0.997959225735408,0.999032320495452
"CALM1-PDE1B","Calm1","Pde1b","Gcgr",0,1,1,1,1,1,1
"CALM1-PDE1C","Calm1","Pde1c","Slc40a1",3.84615384615428e-05,0.999423076923077,0.995407560578543,0.998858138184633,0.999384615384615,0.987145630423464,0.99899361331527
"CALM1-PTPRA","Calm1","Ptpra","Znrf3",3.84615384615428e-05,0.999653846153846,0.999579662133619,0.999341977936907,0.999615384615385,0.992135051228503,0.999264563576543
"CALM1-SELL","Calm1","Sell","Nt5e",0,0.999961538461538,0.999933475408282,0.999922585639636,0.999961538461538,0.987917173321805,0.999922585639636
"CALM1-TRPC3","Calm1","Trpc3","Ocln",0,0.999961538461538,0.999417776076846,0.999922585639636,0.999961538461538,0.999921312994424,0.999922585639636
"CALM1-TRPC5","Calm1","Trpc5","Marco",0,1,1,1,1,1,1
"CALM1-VIPR1","Calm1","Vipr1","Ccrl2",0,1,1,1,1,1,1
"CALM2-ABCA1","Calm2","Abca1","Sdc4",7.69230769229745e-05,0.997576923076923,0.962838521641067,0.995838978130443,0.9975,0.935043482064765,0.996516353783627
"CALM2-ADCY8","Calm2","Adcy8","Nrcam",0,1,1,1,1,1,1
"CALM2-CACNA1C","Calm2","Cacna1c","Cd81",0.0101923076923076,0.951807692307692,0.447248725354607,0.971337333075285,0.962,0.973316351224503,0.962318560092897
"CALM2-EGFR","Calm2","Egfr","Itga1",0,0.997346153846154,0.940771448569988,0.99597445326108,0.997346153846154,0.956416839747436,0.99578091736017
"CALM2-GRM5","Calm2","Grm5","Ccr9",0,0.999961538461538,0.999140888515516,0.999922585639636,0.999961538461538,0.999486747697741,0.999922585639636
"CALM2-GRM7","Calm2","Grm7","Igf2r",0.123961538461538,0.797923076923077,0.575655926699851,0.979311012192762,0.921884615384615,0.833912680156326,0.955080317398877
"CALM2-INSR","Calm2","Insr","Kremen1",0,0.999615384615385,0.994630786597352,0.999303270756725,0.999615384615385,0.974500130679883,0.999341977936907
"CALM2-KCNQ1","Calm2","Kcnq1","Acvr2b",0,0.999730769230769,0.983079455421283,0.999496806657635,0.999730769230769,0.985009771170583,0.999496806657635
"CALM2-KCNQ3","Calm2","Kcnq3","Itga5",3.84615384615428e-05,0.999846153846154,0.906240061268198,0.999690342558545,0.999807692307692,0.99846874093371,0.999690342558545
"CALM2-KCNQ5","Calm2","Kcnq5","Itga4",0.00130769230769234,0.985961538461538,0.699880452895163,0.983684923553319,0.987269230769231,0.936093278116681,0.984962260499323
"CALM2-MYLK","Calm2","Mylk","Ptprs",0.0042692307692308,0.985884615384615,0.832444467395833,0.987284691310238,0.990153846153846,0.989103392770144,0.987807238242694
"CALM2-PDE1A","Calm2","Pde1a","Dchs1",0.000153846153846171,0.9985,0.974159696200646,0.997251790207083,0.998346153846154,0.961976894217226,0.996942132765628
"CALM2-PDE1B","Calm2","Pde1b","Gpr37",0,1,1,1,1,1,1
"CALM2-PDE1C","Calm2","Pde1c","Chrm3",3.84615384615428e-05,0.998230769230769,0.957398544181728,0.997096961486356,0.998269230769231,0.948269318169238,0.997135668666538
"CALM2-SELL","Calm2","Sell","Cnr1",0,0.999923076923077,0.997271477227839,0.999845171279272,0.999923076923077,0.999627087646083,0.999845171279272
"CALM2-TRPC5","Calm2","Trpc5","Itgal",0,0.999961538461538,0.999304898952632,0.999922585639636,0.999961538461538,0.999204886955098,0.999922585639636
"CALR-ITGA2B","Calr","Itga2b","Vangl1",0.000423076923076859,0.998115384615385,0.784449614825739,0.997135668666538,0.998538461538461,0.963368233838265,0.997484033288175
"CALR-ITGA3","Calr","Itga3","Vipr2",0,0.999692307692308,0.958299573703877,0.999380685117089,0.999692307692308,0.986737143649717,0.999380685117089
"CALR-ITGAV","Calr","Itgav","Znrf3",0.000192307692307714,0.9985,0.969824463845759,0.997096961486356,0.998307692307692,0.960144878382743,0.996748596864718
"CALR-LRP1","Calr","Lrp1","Pde1c",0.00215384615384617,0.991923076923077,0.981267399883052,0.989123282368879,0.994076923076923,0.794739759379604,0.991329591639249
"CALR-SCARF1","Calr","Scarf1","Tlr1",0,1,1,1,1,1,1
"CAMP-EGFR","Camp","Egfr","Mst1r",0.00988461538461538,0.829653846153846,0.0548953064909296,0.950822527578866,0.839538461538462,0.229550000758713,0.959512289529708
"CAMP-IGF1R","Camp","Igf1r","Mc4r",0.000730769230769202,0.920615384615385,0.21900743267955,0.968027869169731,0.919884615384615,0.113824660995502,0.968569769692278
"CAMP-P2RX7","Camp","P2rx7","Grm5",0.00561538461538458,0.654461538461538,0.112604416459571,0.931972130830269,0.648846153846154,0.0154477239564799,0.939307141474744
"CCK-CCKBR","Cck","Cckbr","Itgad",0.00661538461538458,0.993384615384615,0.642378560442741,0.996051867621444,1,1,1
"CCL11-ACKR4","Ccl11","Ackr4","Scarf1",0.000307692307692342,0.696038461538462,0.150055721845546,0.929727114379717,0.695730769230769,0.260915537956452,0.929959357460809
"CCL11-CCR2","Ccl11","Ccr2","P2ry12",0.127038461538462,0.503076923076923,0.161432754114791,0.879117476291852,0.630115384615385,0.129883796676559,0.902167602090188
"CCL2-ACKR4","Ccl2","Ackr4","F2rl1",0.0861538461538462,0.566038461538461,0.166260191646936,0.874550029030385,0.652192307692308,0.482987907122594,0.912618540739307
"CCL2-CCR1","Ccl2","Ccr1","Marco",0.0122307692307692,0.705884615384615,0.185805084735461,0.891252177278885,0.693653846153846,0.0649620346699837,0.938707180181924
"CCL2-CCR2","Ccl2","Ccr2","Kcnd1",0.00511538461538463,0.783192307692308,0.15546180275807,0.931236694406812,0.778076923076923,0.104130659519739,0.935281594735824
"CCL2-CCR4","Ccl2","Ccr4","Smo",0.00719230769230772,1,1,1,0.992807692307692,0.72198449291004,0.990361912134701
"CCL25-ACKR4","Ccl25","Ackr4","Gp1bb",0.00807692307692309,0.928076923076923,0.300422217639157,0.963944261660538,0.936153846153846,0.149305076510105,0.969189084575189
"CCL25-CCR9","Ccl25","Ccr9","Kidins220",0.000346153846153885,0.958807692307692,0.300626408754756,0.965705438358816,0.959153846153846,0.37339768053383,0.980162570156764
"CCL7-ACKR4","Ccl7","Ackr4","Plaur",0.121653846153846,0.535923076923077,0.164268774494314,0.871956647958196,0.657576923076923,0.129883811770196,0.912115347396942
"CCL7-CCR1","Ccl7","Ccr1","Mst1r",0.00680769230769229,0.700769230769231,0.142994230631528,0.865260305786723,0.707576923076923,0.195759520092942,0.937158892974647
"CCL7-CCR2","Ccl7","Ccr2","Itgb4",0.029,0.810038461538461,0.13448082045584,0.92595316431198,0.839038461538462,0.184720488188464,0.938474937100832
"CD14-ITGA4","Cd14","Itga4","Sirpa",0.000192307692307603,0.998653846153846,0.957770057476997,0.999148442035998,0.998461538461539,0.55031901852927,0.999341977936907
"CD14-ITGB1","Cd14","Itgb1","Ntrk3",0.000769230769230744,0.999884615384615,0.988069099314879,0.999845171279272,0.999115384615385,0.575786768452441,0.999380685117089
"CD34-SELL","Cd34","Sell","Flt4",0.00592307692307692,0.9655,0.38080995073415,0.987962066963422,0.971423076923077,0.563946862866906,0.971840526417651
"CDH1-CDH2","Cdh1","Cdh2","Cd3d",0.00580769230769229,0.821269230769231,0.334126002172034,0.922546932455971,0.827076923076923,0.419735313111491,0.965279659376814
"CDH1-EGFR","Cdh1","Egfr","Itga4",0.00307692307692309,0.750384615384615,0.487481843114094,0.892819818076253,0.753461538461539,0.238671866761914,0.904199729049739
"CDH1-ERBB3","Cdh1","Erbb3","Sorl1",0.0183461538461538,0.562115384615385,0.31227488865974,0.885755757693052,0.543769230769231,0.353000369985939,0.864834526804722
"CDH1-IGF1R","Cdh1","Igf1r","Lrp2",0.00326923076923069,0.935115384615385,0.617461304864414,0.948596864718405,0.931846153846154,0.193806036751775,0.960479969034256
"CDH1-ITGAE","Cdh1","Itgae","Mc4r",0.00119230769230771,0.970307692307692,0.288708108802215,0.977201470872847,0.9715,0.253279947557205,0.980356106057674
"CDH1-LRP5","Cdh1","Lrp5","Adora1",0.0147692307692308,0.593230769230769,0.404002786527972,0.876601509580027,0.578461538461538,0.13820512415621,0.921056706018966
"CDH1-PTPRF","Cdh1","Ptprf","Gcgr",0.00426923076923069,0.962730769230769,0.714995057854711,0.962879814205535,0.967,0.974364518791723,0.986684730017418
"CDH1-PTPRM","Cdh1","Ptprm","Ednrb",0.0234615384615384,0.836230769230769,0.41189030139086,0.912018579446487,0.812769230769231,0.363756449449426,0.909444551964389
"CFH-ITGAM","Cfh","Itgam","Fxyd6",0.0130769230769231,0.955576923076923,0.605627710288636,0.96740855428682,0.9425,0.493977603445587,0.952564350687052
"CFH-SELL","Cfh","Sell","Cdon",0.00115384615384617,0.920461538461538,0.216171216751936,0.975111283143023,0.921615384615385,0.393199476794607,0.944493903619121
"CGN-F11R","Cgn","F11r","Plxnc1",0.000307692307692342,0.917846153846154,0.496797559487088,0.939074898393652,0.917538461538462,0.361067404223364,0.939732920456745
"CGN-OCLN","Cgn","Ocln","Itgb4",0.00342307692307686,0.797807692307692,0.517977790549648,0.923495258370428,0.801230769230769,0.23023503324362,0.930191600541901
"CGN-TGFBR1","Cgn","Tgfbr1","Cdh2",0.000884615384615373,0.968,0.590090742919225,0.968221405070641,0.967115384615385,0.503474338170799,0.972111476678924
"CGN-TGFBR2","Cgn","Tgfbr2","Nrp1",0.00169230769230777,0.961038461538462,0.605596241789845,0.96719566479582,0.962730769230769,0.372378056325911,0.967079543255274
"CHAD-ITGA2","Chad","Itga2","Cckbr",0.00819230769230772,0.8035,0.102564800824201,0.952157925295142,0.811692307692308,0.303755636007426,0.962086317011806
"CHAD-ITGB1","Chad","Itgb1","Igf1r",0.0183076923076924,0.990538461538462,0.876211481609721,0.992142442423069,0.972230769230769,0.681673074277999,0.983452680472228
"CLCF1-CNTFR","Clcf1","Cntfr","Kel",0.0015384615384616,0.901884615384615,0.331658586109148,0.962608863944262,0.900346153846154,0.37597033173093,0.968918134313915
"CLCF1-CRLF1","Clcf1","Crlf1","Ramp1",0.00196153846153846,0.9875,0.761621696487997,0.991890845751887,0.989461538461539,0.696037644736479,0.992723050125798
